api_nro,tipo,institucion,localidad,provincia,domicilio,cp,telefono,email,lat,lon
524,IM,Asociación Civil COMPROMISO SOCIAL Y CULTURAL,Río Segundo,Córdoba,Corrientes S/N,X5960ZAA,,compromisosocial07@yahoo.com.ar,-31.651802,-63.912395
525,IM,Asociación Civil DE LA LUCHA CONTRA LA DISCRIMINACIÓN ACLUD,Córdoba,Córdoba,Mariano Fragueiro 422,X5000KRJ,(0351) 4259224,asociacionaclud@yahoo.com.ar,-31.4082147,-64.1920347
526,IM,Asociación Civil DE MICROEMPRENDEDORES LA CALAMUCHITANA,Santa Mónica,Córdoba,Camino Provincial  S/N,5196,(03546) 421261,apiyullin@gmail.com / amica-2010@hotmail.com,-31.39893,-64.182129
527,IM,Asociación Civil FUTURO EMBALSE,Embalse,Córdoba,Ollantay  S/N,X5856ZAA,(03571) 485271,doradossrl@hotmail.com,-32.1833305,-64.4166718
528,IM,Asociación Civil Generar ACG,CÓRDOBA,Córdoba,Av. 24 de Septiembre 1885,X5004FTW,,asociaciongenerar@gmail.com,-31.4118224,-64.1589565
529,IM,Asociación Civil GRANJA SIQUEM,Las Higueras,Córdoba,Ruta 8 KM 594,X5805ZAA,(0358) 4970303 /  (0358) 156542371,granjasiquem@yahoo.com.ar,-33.0909119,-64.2855148
530,IM,CE.F.I.S.,Dean Funes,Córdoba,Vélez Sarsfield 180,X5200ZAA,(0351) 4767495,martinezrado@yahoo.com.ar,-30.422497,-64.352776
531,IM,SERVIPROH,Córdoba,Córdoba,Baigorri 544,X5001AJL,(0351) 4730404,serviproh@arnet.com.ar / economiasocial@serviproh.org.ar,-31.3930143,-64.1826186
532,IM,CGL Córdoba Capital,Córdoba,Córdoba,Lima 379,X5000ERG,(0351) 4218801,consorcio.gl.cba@gmail.com,-31.4140628,-64.1775708
533,IM,CGL Córdoba Provincia,Córdoba,Córdoba,Av. Vélez Sársfield 2311,X5016GCH,(0351) 4688570,fernanda.maristany@cba.gov.ar,-31.4451679,-64.1982669
534,IM,Asociación de Trabajadores en Psicología Social,Mendoza,Mendoza,Coronel Rodríguez 211,M5502AJE,(0261) 4526879,adeteps-mendoza@hotmail.com,-32.898113,-68.853913
535,IM,Asociación EMPRENDER,Las Heras,Mendoza,Padre Llorens S/N,M5540ZAA,(0261) 4443487,asemmza@speedy.com.ar / aemprendermendoza@gmail.com,-32.858862,-68.864978
536,IM,ASOCIACIÓN LEALTAD,Mundo Nuevo,Mendoza,Barrio el algarrobo  S/N,5579,,asociacionlealtadrvia@yahoo.com.ar,-32.886595,-68.803757
537,IM,Asociación para el Desarrollo Ciudadano,Tunuyán,Mendoza,Alem 1345,M5560ZAA,,luciochaves@speedy.com.ar,-33.571167,-69.0132141
538,IM,Centro de Formación Desarrollo Sustanble LA QUINCHA,Eugenio Bustos,Mendoza,"Barrio Juventud Sancarlina, Mzna. A, Casa 19",M5569ZAA,(02622) 451261,funesmiguel@yahoo.com.ar,-33.7792206,-69.0643692
539,IM,Cooperativa Rural de Servicios Públicos COQUIMBITO,Maipú,Mendoza,Justo José de Urquiza  3280,B7160ZAA,(0261) 4975199,c_godoygodoy@yahoo.com.ar,-32.984433,-68.756724
540,IM,Fundación DOCE DE AGOSTO,General Alvear,Mendoza,Bernardo de Irigoyen 61,M5620BDA,(02625) 422840,nestor_martini@yahoo.com.ar / apa46@live.com.ar,-34.9895035676,-67.6867675781
541,IM,Fundación Hijos del Corazón de María,Mendoza,Mendoza,Calle Avellaneda  215,M5502GXE,(0261) 4443989,favremartin@hotmail.com,-32.9019857,-68.7930931
542,IM,Fundación para el Desarrollo Equitativo de MENDOZA,Mendoza,Mendoza,Av. San Martín 1052 9º 33,M5500AAX,(0261) 4258631,fudemza@gmail.com,-32.8911491,-68.8395496
543,IM,Fundación VIDA JOVEN,Mendoza,Mendoza,Granaderos 1785,M5502BCG,(0261) 4371891,fundacionvidajoven@gmail.com,-32.8796983,-68.8551475
544,IM,Unión Vecinal ANGÉLICA CIVIT DE SUÁREZ,Godoy Cruz,Mendoza,Río Juramento  2574,M5501ZAA,(0261) 4285098,uvbsuarez@yahoo.com.ar,-32.9209341,-68.8635247
545,IM,CGL Mendoza,Mendoza,Mendoza,Peltier 351 5º,M5500IDE,(0261) 4493067 / 4493005,pdicataldo@mendoza.gov.ar,-32.8990453,-68.8471788
546,IM,Fundación EMPRESA DE MENDOZA,Mendoza,Mendoza,Molina 471 ,M5500GAE,(0261) 4298401 (interno 23),gabrielafem@hotmail.com,-32.9062691,-68.8044702
548,IM,Red Caxi Asociación para el Desarrollo Integral,Jocoli,Mendoza,Correa Esq. Ruta Nac. 40 Km. 3355,5543,,campesinosdecuyo@gmail.com,-32.5826988,-68.6837769
549,IM,Centro de Desarrollo Comunitario Monseñor ANGELELLI,Salta,Salta,Julio Espinoza S/N,A4400ZAA,(0387) 4353325,bpbf_cangelelli_salta@live.com.ar,-24.782932,-65.412155
550,IM,CGL San Juan,San Juan,San Juan,Av. España  50 1 º,J5402DRN,(0264) 4306053,direccionecosocial@yahoo.com.ar,-31.5355692,-68.5367782
551,IM,Fundación Caldén,San Luis,San Luis,Los Inmigrantes 1479,D5700CIA,(0266) 4430958,fundacioncalden@yahoo.com,-33.2926091,-66.3435254
552,IM,Fundación Nueva Sociedad,Alto Pelado,San Luis,Berta V. de Battini 8,D5721XCC,(0266) 4442556,reneiturrioz@hotmail.com,-33.848881,-66.148682
553,IM,Centro Interdisciplinario de Estudios Territoriales CIET,Resistencia,Chaco,Ayacucho 137 12,H3500AJC,(0362) 4430066,bpbf_ciet@hotmail.com,-27.4493523661,-58.9817118645
554,IM,Fundación Nosotras,Resistencia,Chaco,Ayacucho 137,H3500AJC,,fundacion_nosotras@hotmail.com,-27.4491041,-58.9817118645
555,IM,CGL Chaco,Resistencia,Chaco,Av. Mayo 855,H3500ZAA,(0362) 154666572,microcredito_chaco@yahoo.com.ar,-27.4507805022,-58.9841794968
557,IM,Coop. Unión Campesina Bernardo de Yrigoyen,Bernardo de Irigoyen,Misiones,Av. de las Américas S/N,N3366ZAA,(03741) 420959,campesinacayvuc@gmail.com,-26.25,-53.6500015
558,IM,Federación de Organizaciones Vecinalistas y Fomentistas de Misio,Posadas,Misiones,Av. Rademacher 3674,N3300LMX,(0376) 4428213,fovefomi_misiones@yahoo.com.ar,-27.3836952848,-55.8961629868
559,IM,Génesis,Posadas,Misiones,Av. Rademacher 3674,N3300LMX,(0376) 4428213,genesis_misiones@yahoo.com.ar,-27.3835989,-55.8961883
560,IM,CGL Misiones Zona Sur,Posadas,Misiones,Miguel Avila 1056,N3300ORR,,horasim@hotmail.com,-27.358475,-55.905053
561,IM,Feria Franca de Posadas Ingeniero Roberto Cametti,Posadas,Misiones,Bolívar 1742 1º B,N3300AHL,(0376) 4435277,contadorpablomonte@hotmail.com,-27.3670281,-55.8931407
562,IM,Jardín de los Niños Red Norte de Gestión Asociada,Posadas,Misiones,Yerbal 1246,N3300ZAA,(0376) 4456923,microcreditosjdn@yahoo.com.ar,-27.3803742,-55.8982339
563,IM,Red Comunidades Solidarias por el Trabajo,Posadas,Misiones,,N3300ZAA,,oka@wamaniorg.ar,-27.362137,-55.900875
564,IM,Bienaventurados los Pobles,San Fernando del Valle de Catamarca,Catamarca,Av. Güemes  1121,K4700CLL,(0383) 4430915 / 4430154,central@bepe.org.ar / sanchez@bepe.org.ar,-28.4757064,-65.7705992
565,IM,La batea,San Fernando del Valle de Catamarca,Catamarca,Esquiú 418,K4700BIJ,(0383) 4455515,marioba78@yahoo.com.ar,-28.4671709,-65.7812409
566,IM,Sociedad de Fomento Villa Cubas,San Fernando del Valle de Catamarca,Catamarca,Av. Ahumada y Barros 850,K4700GMF,(0383) 4421271,fomento79@yahoo.com.ar,-28.4725303,-65.7979407
567,IM,Agencia de Desarrollo Local,Abra Pampa,Jujuy,Quera esquina 23 de Agosto,Y4640ZAA,,shermanz2005@yahoo.com.ar,-22.7226738,-65.6969832
568,IM,Biblioteca Popular Mariano Valle,Abra Pampa,Jujuy,Gobernador Tello 40,Y4640ZAA,(03887) 491095,cesarmamani@argentina.com,-22.7219612355,-65.6996154785
569,IM,Centro Cultural Yachay,San Salvador de Jujuy,Jujuy,Cabo Maldonado 671 ,4600,(0388) 4282190,ccyachay@yahoo.com.ar,-24.234414,-65.2670087
570,IM,Grupo Cultural Pachaniwan,Caimancito,Jujuy,Azcuénaga 625,4600,(0388) 4262001,titoapaza@yahoo.com.ar,-23.7383691216,-64.595489502
571,IM,CGL Jujuy,Tilcara,Jujuy,Sorpresa  243,Y4622ZAA,(0388) 4955097,javierrodriguez@cauqueva.com.ar,-23.5771201,-65.3909228
572,IM,Consorcio Gestión Local de Jujuy,SAN SALVADOR DE JUJUY,Jujuy,Alvear 444,Y4600AJB,,microcreditosjujuy@yahoo.com.ar,-24.183955,-65.299672
573,IM,Asociación Civil Social Cultural y Deportiva TUPAC AMARU,San Salvador de Jujuy,Jujuy,Alvear 1152,Y4600AJP,,ibag23333@hotmail.com,-24.1844174,-65.3090432
574,IM,Asociación Mujeres Warmi,SAN SALVADOR DE JUJUY,Jujuy,,4600,,asociacionwarmi@yahoo.com.ar,-24.185263,-65.3009
575,IM,CAUQUEVA,Maimará,Jujuy,Acceso Norte a Maimará S/N,Y4622ZAA,(0388) 155171635,cauqueva@cauqueva.org.ar,-23.6245592,-65.4087255
576,IM,Coop. De Trabajo Feriantes Paseo de Compras Alto Comedero,San Salvador de Jujuy,Jujuy,Caimancito  1166 ,4600,(0388) 4275492,coopferiantes@hotmail.com / nellyalmazan@gmail.com,-24.2453654,-65.268732
577,IM,Biblioteca Popular Tolkeyen,Esquel,Chubut,Malvinas Argentinas 1850,U9200DOD,(02945) 454514,banquitotolkeyen@yahoo.com.ar,-42.9145729,-71.3022344
578,IM,Instituto del Mercado Laboral IMLA,Trelew,Chubut,Fontana 4884,U9100ZAA,,rolovizioli@gmail.com,-43.2525429,-65.306041
579,IM,CGL Esquel,Esquel,Chubut,San Martín 608,U9200EVN,,anaamato@hotmail.com,-42.9183750056,-71.3239717484
580,IM,Asociación Civil INGKAHUE,Neuquén,Neuquén,Maipú 653,Q8300MSA,(0299) 4401593,ingkahue@yahoo.com.ar,-38.9655816,-68.050077
581,IM,Biblioteca Popular Jorge Fonseca,Centenario,Neuquén,Santo Domingo S/N y EEUU,Q8309ZAA,(0299) 4893899,alfredourrutia1@gmail.com,-38.8298111,-68.1220016
582,IM,Fundación OTRAS VOCES,Neuquén ,Neuquén,Abrazo de Maipú  935,Q8304HHS,(0299) 4460827,soft.reddebancospopulares@gmail.com,-38.944696,-68.1095874
583,IM,Consorcio de Gestión para el Desarrollo Local de la Provincia ,Neuquén ,Neuquén,Hipólito Yrigoyen  650,Q8300ZAA,(0299) 4495550,ricardoarojasnqn@gmail.com,-38.9483288833,-68.0606889725
584,IM,Asociación Civil HACIENDO CAMINO,General Roca,Río Negro,Las Heras  2825,X6271ZAA,(0298) 426294,asochaciendocamino@hotmail.com,-39.026752,-67.575172
585,IM,Asociación Civil Sayay,Choele Choel,Río Negro,Brown 56,R8360ZAA,,asociacionsayay@hotmail.com,-39.2879906,-65.6653976
586,IM,Asociación Empresarios Economía Social AEDES,Barrio El Treinta,Río Negro,Fernández Oro 680,8324,,aedes1983@yahoo.com.ar,-40.0483129,-70.080347
587,IM,Fundación GENTE NUEVA,San Carlos de Bariloche,Río Negro,Antonio Tarragó Ros 350,R8402IJH,(0294) 4525508,banquito2009@gmail.com,-41.129578,-71.393993
588,IM,Obispado de Viedma Vicaría de la Fraternidad,Viedma,Río Negro,Irigoyen 71,R8500BCA,(02920) 424445,bancodelabuenafev.viedma@yahoo.com.ar,-40.8105611567,-62.9908847809
589,IM,CGL Río Negro,Viedma,Río Negro,Buenos Aires 101 Piso 2 Of. 318,R8500BBC,(02920) 427649 / 421069,dmoretto@familia.rionegro.gov.ar / microcreditosrn@gmail.com,-40.8097328724,-62.9905414581
591,IM,CGL Santa Cruz,Río Gallegos,Santa Cruz,Mariano Moreno  576,Z9400BIL,(02966) 426606,microcreditosantacruz@gamil.com,-51.6211485,-69.2278753
593,CAL,Centro de Atención Local,Berazategui,Buenos Aires,Calle Nº 15A y 149,B1880ZAB,(011) 4216-6217 / 3710,,-34.762602,-58.20709
594,CAL,Centro de Atención Local,Quilmes,Buenos Aires,Aristóbulo del Valle  Nº 1243,B1878DZY,(011) 4257-7119 / 7898,,-34.725157,-58.2630679
595,CAL,Centro de Atención Local,Mar del Plata,Buenos Aires,Rivadavia N° 3576,B7600GOD,(0223) 4942021,,-37.9952458,-57.5573673
596,CAL,Centro de Atención Local,Bahía Blanca,Buenos Aires,O´ Higgins 585,B8000IVR,(0291) 4557843,,-38.7251594,-62.2726667
597,CAL,Centro de Atención Local,La Plata,Buenos Aires,Calle 12 Nº 565 entre  43 y 44 ,B1902ZAA,(0221) 4893932,,-34.914759,-57.961201
598,CAL,Centro de Atención Local,La Matanza,Buenos Aires,Av. Juan M. de Rosas 1601,B1778ZAA,(011) 4484-1806,,-34.6711056,-58.5376765
599,CAL,Centro de Atención Local,González Catán,Buenos Aires,"Juan Manuel de Rosas Nº 17798 (Ruta 3 - km 32,5)",B1759LXN,(02202) 434298,,-34.793337,-58.632039
600,CAL,Centro de Atención Local,San Miguel,Buenos Aires,Belgrano Nº 964,B1663ZAB,(011) 4451-7464,,-34.541312,-58.709094
601,CAL,Centro de Atención Local,Río Cuarto,Córdoba,Hipólito Yrigoyen Nº 480,X5806ZAB,(0358) 4638024,,-33.121886,-64.345656
602,CAL,Centro de Atención Local,Dean Funes,Córdoba,Domingo Cabrera esquina Juan XXIII,X5200ZAA,(03521) 422640,,-30.422497,-64.352776
603,CAL,Centro de Atención Local,Corrientes,Corrientes,Chaco Nº 748,W3400BSB,(0379) 4466008,,-27.4650398,-58.8466967
604,CAL,Centro de Atención Local,Goya,Corrientes,Tucumán esq. Angel Soto,W3450ZAA,(03777) 423878,,-29.1442242,-59.2643242
605,CAL,Centro de Atención Local,Paraná,Entre Ríos,Av. Ramírez Nº 2537,E3100IQK,(0343) 4243855,,-31.74185,-60.517976
606,CAL,Centro de Atención Local,Concordia,Entre Ríos,Pellegrini 1117,E3200ZAA,(0345) 4218046,,-31.38889,-58.014733
607,CAL,Centro de Atención Local,Formosa,Formosa,Paraguay Nº 656,P3600ZAA,(0370) 4421505,,-26.1915712,-58.1686263
608,CAL,Centro de Atención Local,Las Lomitas,Formosa,Benjamín Matienzo Nº 451,P3630ZAA,(03715) 432570,,-24.7045,-60.600578
609,CAL,Centro de Atención Local,Jujuy,Jujuy,Senador Pérez Nº 669,Y4600ZAA,(0388) 4240020,,-24.1809964,-65.308528
610,CAL,Centro de Atención Local,Humahuaca,Jujuy,Buenos Aires  Nº 458,Y4630BCJ,(03887) 421297,,-23.206944,-65.3483
611,CAL,Centro de Atención Local,Santa Rosa,La Pampa,Emilio Civit 210 esq. Mármol,L6300DWE,(02954) 428861,,-36.626259,-64.284896
612,CAL,Centro de Atención Local,La Rioja,La Rioja,San Martín 78 - Bo. Centro,F5300DHB,(0380) 4434227,,-29.413806,-66.857729
613,CAL,Centro de Atención Local,Posadas,Misiones,Santa Fé  Nº 2195,N3300HZM,(0376) 4428996,,-27.36374,-55.8975139
614,CAL,Centro de Atención Local,Eldorado,Misiones,Dinamarca Nº 396,N3380ZAA,(03751) 424979,,-26.3999195,-54.626812
615,CAL,Centro de Atención Local,San Rafael,Mendoza,Carlos Pellegrini Nº 248 P.B,M5500HAF,(0260) 4435403,,-34.613151,-68.329995
616,CAL,Centro de Atención Local,Mendoza,Mendoza,9 de Julio Nº 3099,M5500DQI,(0261) 4308980,,-32.8680186,-68.8349004
617,CAL,Centro de Atención Local,Neuquén,Neuquén,Entre Ríos Nº 410,Q8300BXJ,(0299) 4436105,,-38.9508067,-68.0506625
618,CAL,Centro de Atención Local,Viedma,Río Negro,San Luis 774,R8500FQN,(02920) 421962,,-40.8192695,-62.9900552
619,CAL,Centro de Atención Local,Bariloche,Río Negro,Pasaje Gutiérrez 1126,R8400ZAA,(0294) 4433169,,-41.1428179,-71.3139595
620,CAL,Centro de Atención Local,General Roca,Río Negro,Villegas 1274,R8332HAZ,(0298) 435637,,-39.026752,-67.575172
621,CAL,Centro de Atención Local,Salta,Salta,Benito Graña Nº 273,A4400ZAA,(0387) 4223940,,-24.799399,-65.3997092
622,CAL,Centro de Atención Local,San Juan,San Juan,9 de Julio Nº 168 (este),J5402AMD,(0264) 4273402,,-31.542476,-68.52301
623,CAL,Centro de Atención Local,San Luis,San Luis,Balcarce Nº 735,D5700JGE,(0266) 4441893,,-33.3083131,-66.3312082
624,CAL,Centro de Atención Local,Santa Fé,Santa Fé,San Jerónimo 1976,S3000FPR,(0342) 4582796,,-31.652579,-60.709951
625,CAL,Centro de Atención Local,Rosario,Santa Fé,San Lorenzo 1045,S2000ZAC,(0341) 4473579 / 4473580,,-32.944445,-60.636902
626,CAL,Centro de Atención Local,Reconquista,Santa Fé,Bolívar 808 esq. Mitre,S3560ZAA,(03482) 427718,,-29.144819,-59.643524
627,CAL,Centro de Atención Local,Vera,Santa Fé,"Corrientes 2300, esquina Urquiza",S3550BPN,(03483) 420844,,-31.654117,-60.706068
628,CAL,Centro de Atención Local,Santiago del Estero,Santiago del Estero,Pje. Lorenzo Lugones Nº 71,G4200ZAA,(0385) 4223478 / 4217706,,-27.7281437,-64.2282537
629,CAL,Centro de Atención Local,Añatuya,Santiago del Estero,Constitucion 102,G3760ZAA,(03844) 421150 / 421844,,-28.46558,-62.8335609
630,CAL,Centro de Atención Local,Monte Quemado,Santiago del Estero,San Martín 84,G3714ZAA,(03841) 421233,,-25.803506,-62.83042
631,CAL,Centro de Atención Local,Río Gallegos,Santa Cruz,Urquiza 23,Z9400BGA,(02966) 432679,,-51.623459,-69.219945
632,CAL,Centro de Atención Local,Caleta Olivia,Santa Cruz,Pasaje Araucano 705,Z9011ZAA,(0297) 4852627 / 4855848,,-46.44189,-67.5127
633,CAL,Centro de Atención Local,Ushuaia,Tierra del Fuego,Intevu 14 - casa 45,V9410ZAA,(02901) 436803,,-54.7916794,-68.229248
634,CAL,Centro de Atención Local,Tucumán,Tucumán,Crisostomo Alvarez Nº 1401,T4000CIC,(0381) 4201942 / 4202608,,-26.82943,-65.218769
635,CDR,Centro de Referencia,San Fernando del Valle de Catamarca,Catamarca,Av. Güemes 313,K4700CLD,(0383) 4435446 / 4420601,cdrcatamarca@gmail.com,-28.47616076,-65.7825279
637,CIC,Centro Integrador Comunitario,Villa Santa Rosa,San Juan,"Ruta Nº 270, entre calle 4 y 5 - Barrio Algarrobo Verde",,,,-31.752657,-68.313074
638,CIC,Centro Integrador Comunitario,La Clotilde,Chaco,Calle 9 Gral. Belgrano S/N - Planta Urbana,H3725ZAA,,,-27.113294,-60.393137
639,CDR,Centro de Referencia,San Pedro,Buenos Aires,Las Heras 590,B2930IRA,(03329) 439214,cdrsanpedro@gmail.com,-33.681267,-59.661549
640,CIC,Centro Integrador Comunitario,Juan José Castelli,Chaco,Sarmiento y Av 2 de Febrero,3705,,,-25.9497108,-60.6170616
641,CIC,Centro Integrador Comunitario,La Leonesa,Chaco,Arturo Illia y Salta,H3518ZAA,,,-27.0388546,-58.700386
642,CIC,Centro Integrador Comunitario,La Tigra,Chaco,Neuquén y 17 de Agosto,H3701ZAA,,,-27.1101589,-60.5877914
643,CIC,Centro Integrador Comunitario,Las Palmas,Chaco,Av. Juan Domingo Perón y Cacica Dominga Mercedes,H3523ZAA,,,-27.0538826,-58.6785889
644,CIC,Centro Integrador Comunitario,Pte. R. Sáenz Peña,Chaco,"Circunscripción 1, Sección F, Chacra 41, Fracción de la Parcela",H3700ZAA,,,-26.5857656,-60.9540073
645,CIC,Centro Integrador Comunitario,Quitilipi,Chaco,Av. Juan D. Perón y Cacica Dominga Mercedes,H3530ZAA,,,-26.8709272,-60.2153748
646,CIC,Centro Integrador Comunitario,Taco Pozo,Chaco,"Parcela 1, Manzana 25 - Sector Centro",H3717ZAA,,,-25.6164799,-63.268055
647,CIC,Centro Integrador Comunitario,Tres Isletas,Chaco,"Prolongación Norte, Av 9 de Julio y Calle Pública",H3703ZAA,(0364) 4461755,,-26.3399887,-60.310493
648,CIC,Centro Integrador Comunitario,Villa Angela,Chaco,Av. La Plata entre Alberdi y Chubut,H3540ZAA,(03735) 421222,,-27.5799899,-60.7267332
649,CIC,Centro Integrador Comunitario,Villa Berthet,Chaco,Belgrano y Pringles,H3545ZAA,,,-27.2898006,-60.413002
650,CIC,Centro Integrador Comunitario,Villa Río Bermejito,Chaco,Zona Urbana sin Domicilio,3703,,,-25.6397724,-60.2640228
651,CIC,Centro Integrador Comunitario,Bella Vista,Corrientes,San Juan entre Piedras y Charcas,W3432ZAA,,,-28.5077305,-59.044857
652,CIC,Centro Integrador Comunitario,Curuzú Cuatiá,Corrientes,Dean Funes Esq Sarmiento,W3460ZAA,(03774) 422321,mcccic@curuzu.net   ,-29.7915416,-58.0499307
653,CIC,Centro Integrador Comunitario,Esquina,Corrientes,El Ceibo Esq J R Vidal,W3196ZAA,,,-30.0174007,-59.5321617
654,CIC,Centro Integrador Comunitario,Goya Norte,Corrientes,Caaguazu y Eva Peron,W3450ZAA,(03777) 434437,,-27.4705059307,-58.8372802734
655,CIC,Centro Integrador Comunitario,Goya Sur,Corrientes,Av. Leandro N. Alem y Bellavista,W3450ZAA,(03777) 434439,cicsur@hotmail.com,-27.4712257,-58.8395844
656,CIC,Centro Integrador Comunitario,Mburucuyá,Corrientes,Alsina y Calle s/nombre,W3427ZAA,,,-28.0455608,-58.2264709
657,CIC,Centro Integrador Comunitario,Monte Caseros,Corrientes,Córdoba y Belgrano,W3226ZAA,(03775) 425420,,-30.2494283,-57.6296874
658,CIC,Centro Integrador Comunitario,Santo Tomé,Corrientes,Gral Roca y Av. Patagonia,W3341ZAA,(03756) 420254,,-28.5516205,-56.0456352
659,CIC,Centro Integrador Comunitario,Sauce,Corrientes,Independencia y Avellaneda,W3463ZAA,,,-30.086153,-58.7866859
660,CIC,Centro Integrador Comunitario,Barrio 25 de Mayo,Formosa,"Barrio Agua Potable, 25 de Mayo entre Italia y Paraná",,,,-26.1868667684,-58.1746673584
661,CIC,Centro Integrador Comunitario,Pasaje María Cristina,Formosa,Paraje María Cristina,,,,-26.18586549,-58.17672729
662,CIC,Centro Integrador Comunitario,Colonia Aborigen La Primavera,Formosa,"Colonia Aborigen, La Primavera",,,,-25.1833305,-58.1333313
663,CIC,Centro Integrador Comunitario,Cnia. Villa Hermosa,Formosa,Colonia Villa Hermosa,,,,-25.25,-58.450001
664,CIC,Centro Integrador Comunitario,2 de Mayo,Misiones,Pomar y M.M. Guemes,,,,-27.0200824,-54.6844726
665,CIC,Centro Integrador Comunitario,25 de Mayo,Misiones,Av. San Martín S/N,,,,-27.3717673005,-55.8929443359
666,CIC,Centro Integrador Comunitario,Apóstoles,Misiones,Quiroga Intersección con camino vecinal Nº49,,,,-27.9143324,-55.7549223
667,CIC,Centro Integrador Comunitario,Aristóbulo del Valle,Misiones,Av. República del Paraguay y Dr. Cabordo,,(03755) 470746,,-27.0974693,-54.8964386
668,CIC,Centro Integrador Comunitario,Bernardo de Irigoyen,Misiones,Barrio Villa Alegre,N3366ZAA,,,-26.249485,-53.650832
669,CIC,Centro Integrador Comunitario,Capioví,Misiones,M. Fierro y Riedmayer,,(03743) 493033,ciccapiovi@prico.com.ar,-26.9333305,-55.0666618
670,CIC,Centro Integrador Comunitario,Eldorado,Misiones,Misiones y Tierra del Fuego,,,,-26.3999195,-54.626812
671,CIC,Centro Integrador Comunitario,El Chañar,Tucumán,Sarmiento 100,T4120ANN,,,-26.7586308,-65.0678864
672,CIC,Centro Integrador Comunitario,La Cañada,Tucumán,La Cañada,G4313ZAC,,,-26.6166706,-64.9000015
673,CIC,Centro Integrador Comunitario,Donato Alvarez - Juan B. Alberdi,Tucumán,Donato Alvarez s/n,4158,,,-27.5499992,-65.6166687
674,CIC,Centro Integrador Comunitario,La Cocha,Tucumán,J.B. Alberdi y Avellaneda,T4162ZAA,,,-27.7717667,-65.5867996
675,CIC,Centro Integrador Comunitario,La Florida y La Luisiana,Tucumán,Eudor Araoz y San Martín,,,,-26.82782387,-65.2149725
676,CIC,Centro Integrador Comunitario,La Ramada,Tucumán,San Martín S/N,,,,-26.72598681,-65.21484375
