Nombre;Origen del financiamiento;Provincia;Localidad;Cantidad total de camas
CLINICA PRIVADA SAN VICENTE;Privado;Buenos Aires;San Vicente (San Vicente);20
COMUNIDAD TERAPEUTICA SAN MATEO;Privado;Buenos Aires;San Vicente (San Vicente);51
FUNDACION ARAUCARIA (A);Privado;Buenos Aires;San Vicente (San Vicente);48
HOSPITAL MUNICIPAL DR. RAMON CARRILLO;Público;Buenos Aires;San Vicente (San Vicente);102
RESIDENCIA GERIATRICA SAN VICENTE FERRER;Privado;Buenos Aires;San Vicente (San Vicente);43
RESIDENCIA PARA ADULTOS MAYORES EN FAMILIA;Privado;Buenos Aires;San Vicente (San Vicente);70
UNIDAD SANITARIA SANSINENA;Público;Buenos Aires;Sansinena;8
HOSPITAL LOCAL SANTA LUCIA;Público;Buenos Aires;Santa Lucía;68
INSTITUTO MEDICO SANTA BARBARA;Privado;Buenos Aires;Santa Teresita - Mar del Tuyú (Mar del Tuyú);29
CLINICA PRIVADA SANTA TERESA;Privado;Buenos Aires;Santa Teresita - Mar del Tuyú (Santa Teresita);16
FUNDACION RESIDENCIA DEL ANCIANO - HOGAR PAZ Y BIEN;Privado;Buenos Aires;Santa Teresita - Mar del Tuyú (Santa Teresita);85
UNIDAD HOSPITALARIA SANTA TERESITA;Público;Buenos Aires;Santa Teresita - Mar del Tuyú (Santa Teresita);26
GERIATRICOS LAS SIERRAS;Privado;Buenos Aires;Sierras Bayas (Sierras Bayas );14
HOSPITAL MUNICIPAL DE SIERRAS BAYAS ARTURO IGLESIAS;Público;Buenos Aires;Sierras Bayas (Villa Arrieta);7
HOSPITAL LOCAL MUNICIPAL STROEDER;Público;Buenos Aires;Stroeder;15
ASOCIACION HOGAR DE ANCIANOS DE SUIPACHA;Público;Buenos Aires;Suipacha;36
CLINICA PRIVADA SUIPACHA;Privado;Buenos Aires;Suipacha;34
HOSPITAL MUNICIPAL ESTEBAN IRIBARNE;Público;Buenos Aires;Suipacha;47
CLINICA COMUNIDAD TANDIL (M);Privado;Buenos Aires;Tandil;0
CLINICA COMUNIDAD TANDIL COM-TAN SA (M);Privado;Buenos Aires;Tandil;0
CLINICA DE OJOS TANDIL;Privado;Buenos Aires;Tandil;2
CLINICA PRIVADA SANATORIO TANDIL SA;Privado;Buenos Aires;Tandil;62
CONSULTORIOS MEDICOS SOCIEDAD ITALIANA DE BENEFICIENCIA HOSPITAL ITALIANO;Privado;Buenos Aires;Tandil;70
GERIATRICO BALVERDE;Privado;Buenos Aires;Tandil;20
GERIATRICO DEL VALLE;Privado;Buenos Aires;Tandil;12
GERIATRICO SUYAI;Privado;Buenos Aires;Tandil;41
HOGAR DE ANCIANOS SAN JOSE DE TANDIL;Público;Buenos Aires;Tandil;60
HOGAR GERIATRICO SANTISIMA TRINIDAD;Privado;Buenos Aires;Tandil;29
HOGAR GERIATRICO SUYAI;Privado;Buenos Aires;Tandil;0
HOGAR PARA ANCIANOS FUNDACION E. ADDELRY;Público;Buenos Aires;Tandil;16
HOGAR PERMANENTE Y CENTRO DE DIA NUEVO ARCOBALENO;Privado;Buenos Aires;Tandil;20
HOSPITAL MILITAR TANDIL;Público;Buenos Aires;Tandil;0
HOSPITAL MUNICIPAL RAMON SANTAMARINA;Público;Buenos Aires;Tandil;117
HOSTAL PSIQUIATRICO DON JULIO (M);Privado;Buenos Aires;Tandil;8
NUEVA CLINICA CHACABUCO;Privado;Buenos Aires;Tandil;77
RESIDENCIA PSIQUIATRICA TERESA DE CALCUTA;Privado;Buenos Aires;Tandil;17
HOGAR GERIATRICO;Público;Buenos Aires;Tapalqué;30
HOSPITAL GENERAL DE TAPALQUE;Público;Buenos Aires;Tapalqué;66
COMUNIDAD TERAPEUTICA ANNANKA;Privado;Buenos Aires;Temperley;150
GERIATRICO ARAUCARIA;Privado;Buenos Aires;Temperley;20
HOGAR ELIAS ROMERO;Privado;Buenos Aires;Temperley;20
HOGAR GERIATRICO NUESTRO HOGAR;Privado;Buenos Aires;Temperley;12
HOGAR RENOIR (G);Privado;Buenos Aires;Temperley;20
INTEGRAR SIN BARRERAS (D);Privado;Buenos Aires;Temperley;16
GERIATRICO RURAL TTE. ORIGONE;Público;Buenos Aires;Teniente Origone;13
HOGAR Y CENTRO DE DIA APOYOS (D);Privado;Buenos Aires;Tigre (Benavídez);28
CLINICA PRIVADA DON TORCUATO;Privado;Buenos Aires;Tigre (Don Torcuato Este);32
CLINICA SAGRADO CORAZON DON TORCUATO;Privado;Buenos Aires;Tigre (Don Torcuato Este);28
CENTRO DE REHABILITACION LOS PINOS (D);Privado;Buenos Aires;Tigre (El Talar);28
COMUNIDAD TERAPEUTICA FUNDACION SANTA CECILIA (A);Privado;Buenos Aires;Tigre (El Talar);0
RESIDENCIA GERIATRICA EL TALAR;Privado;Buenos Aires;Tigre (El Talar);17
CENTRO MEDICO TALAR;Privado;Buenos Aires;Tigre (General Pacheco);95
HOGAR GERIATRICO ALTOS DE PACHECO;Privado;Buenos Aires;Tigre (General Pacheco);9
CLINICA PRIVADA MODELO DE PACHECO SA;Privado;Buenos Aires;Tigre (Los Troncos del Talar);43
HOGAR RESIDENCIAL LOS TRONCOS;Privado;Buenos Aires;Tigre (Los Troncos del Talar);22
HOSPITAL OFTALMOLOGICO MUNICIPAL DR. RAMON CARRILLO;Público;Buenos Aires;Tigre (Los Troncos del Talar);2
HOGAR DE VIDA Y FORTALECIMIENTO ESPIRITUAL SAN IGNACIO (A);Privado;Buenos Aires;Tigre (Rincón de Milberg);14
HOGAR SAN IGNACIO;Privado;Buenos Aires;Tigre (Rincón de Milberg);0
CENTRO GERIATRICO ALCO;Privado;Buenos Aires;Tigre (Tigre);20
GERIATRICO DEL NORTE;Privado;Buenos Aires;Tigre (Tigre);12
HOSPITAL COMUNAL DE TIGRE;Público;Buenos Aires;Tigre (Tigre);89
HOSPITAL ZONAL GENERAL AGUDOS M.V. DE MARTINEZ;Público;Buenos Aires;Tigre (Tigre);183
RESIDENCIA GERIATRICA CAZON;Privado;Buenos Aires;Tigre (Tigre);15
HOGAR DE ANCIANOS ADELA FRIZZA;Público;Buenos Aires;Tornquist;22
HOGAR GERIATRICO;Público;Buenos Aires;Tornquist;24
HOSPITAL LOCAL;Público;Buenos Aires;Tornquist;46
HOSPITAL MUNICIPAL DR. ALBERTO CASTRO;Público;Buenos Aires;Tornquist;20
HOSPITAL COLONIA NACIONAL DR. MANUEL MONTES DE OCA;Público;Buenos Aires;Torres;857
COMUNIDAD TERAPEUTICA NUESTRA VIDA (A);Privado;Buenos Aires;Tortuguitas;6
ALBERGUE CUMEN CHE;Público;Buenos Aires;Trenque Lauquen;16
CLINICA PRIVADA DR. PEDRO GARCIA SALINAS;Privado;Buenos Aires;Trenque Lauquen;39
GERIATRICO FERNANDEZ;Privado;Buenos Aires;Trenque Lauquen;40
HOGAR MARCELO CASTELLA;Público;Buenos Aires;Trenque Lauquen;64
HOSPITAL DR. PEDRO ORELLANA;Público;Buenos Aires;Trenque Lauquen;132
LOS HORNEROS;Privado;Buenos Aires;Trenque Lauquen;18
HOSPITAL M. JUSTINO HORACIO RESANO;Público;Buenos Aires;Tres Algarrobos (Est. Cuenca);30
CENTRO DE GASTROENTEROLOGIA TRES ARROYOS SRL;Privado;Buenos Aires;Tres Arroyos;2
CENTRO MUNICIPAL DE SALUD DR. IGNACIO PIROVANO;Público;Buenos Aires;Tres Arroyos;105
CLINICA PRIVADA HISPANO ARGENTINA;Privado;Buenos Aires;Tres Arroyos;82
HOGAR GERIATRICO;Público;Buenos Aires;Tres Arroyos;51
HOGAR GERIATRICO CASA DEL SOL;Privado;Buenos Aires;Tres Arroyos;20
HOGAR GERIATRICO CONVIVENCIA;Privado;Buenos Aires;Tres Arroyos;21
HOGAR PARA ANCIANOS EL ATARDECER;Privado;Buenos Aires;Tres Arroyos;26
POLICLINICA CENTRO ONCOLOGICO TRES ARROYOS;Privado;Buenos Aires;Tres Arroyos;0
SANATORIO POLICLINO DE TRES ARROYOS;Privado;Buenos Aires;Tres Arroyos;45
HOGAR GERIATRICO MUNICIPAL DR. DOMINGO V. GIROTTI;Público;Buenos Aires;Tres Lomas;54
HOSPITAL DR. DOMINGO V. GIROTTI;Público;Buenos Aires;Tres Lomas;59
CENTRO DE DIA Y HOGAR ENTRE AMIGOS;Privado;Buenos Aires;Tres de Febrero (Caseros);30
CENTRO DE DIA Y HOGAR ENTRE AMIGOS (D);Privado;Buenos Aires;Tres de Febrero (Caseros);30
CENTRO MEDICO INTEGRAL CASEROS;Privado;Buenos Aires;Tres de Febrero (Caseros);98
CLINICA PRIVADA DR. HOCSMAN SA;Privado;Buenos Aires;Tres de Febrero (Caseros);4
GERIATRICO DE LOS CASEROS;Privado;Buenos Aires;Tres de Febrero (Caseros);50
GERIATRICO MADERLY;Privado;Buenos Aires;Tres de Febrero (Caseros);20
HOGAR GERIATRICO CONVIVENCIA S.R.L.;Privado;Buenos Aires;Tres de Febrero (Caseros);198
HOGAR GERIATRICO DR. REBIZZO;Privado;Buenos Aires;Tres de Febrero (Caseros);20
HOGAR GERIATRICO RESIDENCIA BELGRANO;Privado;Buenos Aires;Tres de Febrero (Caseros);19
HOSPITAL ZONAL GENERAL DE AGUDOS DR. CARLOS BOCALANDRO;Público;Buenos Aires;Tres de Febrero (Caseros);182
INSTITUTO GERIATRICO MI LUGAR;Privado;Buenos Aires;Tres de Febrero (Caseros);15
RESIDENCIA GERIATRICA PUEBLO TEGGIANO;Privado;Buenos Aires;Tres de Febrero (Caseros);13
SANATORIO MODELO DE CASEROS;Privado;Buenos Aires;Tres de Febrero (Caseros);90
GERIATRICO HEROS;Privado;Buenos Aires;Tres de Febrero (Ciudad Jardín Lomas del Palomar);30
ANGIO SALUD SA;Privado;Buenos Aires;Tres de Febrero (Ciudadela);3
ASOCIACION CIVIL MODELO MINNESOTA TRATAMIENTO Y PREVENCION DE ADICCIONES (A);Privado;Buenos Aires;Tres de Febrero (Ciudadela);20
GERIATRICO RESIDENCIA LA CASA DE LOS ABUELOS;Privado;Buenos Aires;Tres de Febrero (Ciudadela);10
GERIATRICO SAN CAYETANO SRL;Privado;Buenos Aires;Tres de Febrero (Ciudadela);20
HOGAR GERIATRICO ANGELITO;Privado;Buenos Aires;Tres de Febrero (Ciudadela);15
HOGAR GERIATRICO ARCO IRIS;Privado;Buenos Aires;Tres de Febrero (Ciudadela);15
HOGAR GERIATRICO JUAN B. JUSTO;Privado;Buenos Aires;Tres de Febrero (Ciudadela);22
HOGAR RESIDENCIA PARA ADULTOS HOGAR GENESIS;Privado;Buenos Aires;Tres de Febrero (Ciudadela);37
HOGAR RESIDENCIAL CIUDADELA;Privado;Buenos Aires;Tres de Febrero (Ciudadela);25
HOGAR SAN JOSE;Privado;Buenos Aires;Tres de Febrero (Ciudadela);50
HOSPITAL PRIVADO 24 DE SEPTIEMBRE;Privado;Buenos Aires;Tres de Febrero (Ciudadela);80
HOSPITAL ZONAL GENERAL AGUDOS PROF. DR. RAMON CARRILLO;Público;Buenos Aires;Tres de Febrero (Ciudadela);139
SANATORIO NUESTRA SEÑORA DEL PILAR;Privado;Buenos Aires;Tres de Febrero (Ciudadela);91
HOGAR SAN FRANCISCO DE LA LOMA SRL (D);Privado;Buenos Aires;Tres de Febrero (Loma Hermosa);172
GERIATRICO LOS NARANJOS;Privado;Buenos Aires;Tres de Febrero (Martín Coronado);18
HOGAR DE ANCIANOS DE LA TRANQUILA ANCIANIDAD;Privado;Buenos Aires;Tres de Febrero (Martín Coronado);39
SANATORIO MODELO NUESTRA SEÑORA DE LA MERCED;Privado;Buenos Aires;Tres de Febrero (Martín Coronado);223
CLINICA PRIVADA DE SALUD MENTAL SANTA MARIA (M);Privado;Buenos Aires;Tres de Febrero (Pablo Podestá);48
HOGAR GERIATRICO LINCOLN;Privado;Buenos Aires;Tres de Febrero (Santos Lugares);17
GERIATRICO DON VICTOR;Privado;Buenos Aires;Tres de Febrero (Saénz Peña);30
GERIATRICO SANTA TERESITA;Privado;Buenos Aires;Tres de Febrero (Saénz Peña);11
HOGAR DE ANCIANOS SANTA CATALINA;Privado;Buenos Aires;Tres de Febrero (Saénz Peña);17
HOGAR SANTA BARBARA;Privado;Buenos Aires;Tres de Febrero (Saénz Peña);19
NUEVO HOGAR DE SAENZ PEÑA;Privado;Buenos Aires;Tres de Febrero (Saénz Peña);19
ESTABLECIMIENTO GERIATRICO SANTA CARMEN SRL;Privado;Buenos Aires;Tres de Febrero (Villa Bosch (Est. Juan María Bosch));29
FUNDACION CAMINO DE VIDA (A);Privado;Buenos Aires;Tres de Febrero (Villa Bosch (Est. Juan María Bosch));12
CLINICA PRIVADA DE REPOSO NUESTRA SEÑORA DE BETHARRAN;Privado;Buenos Aires;Turdera;0
HOSPITAL JUANA G. DE MIGUENS;Público;Buenos Aires;Urdampilleta;30
HOSPITAL SUBZONAL ESPECIALIZADO DR. DARDO ROCHA;Público;Buenos Aires;Uribelarrea;0
HOGAR SAN CAMILO ( D);Privado;Buenos Aires;Vagues;76
SAN VALENTIN (G);Privado;Buenos Aires;Valentín Alsina;44
SANATORIO PRIVADO SOCIEDAD ESPAÑOLA DE SOCORROS MUTUOS Y BENEFICENCIA DE VALENTIN ALSINA;Privado;Buenos Aires;Valentín Alsina;0
HOGAR DE ANCIANOS;Público;Buenos Aires;Vedia;50
HOGAR PARA PERSONAS CON CAPACIDADES DIFERENTES;Público;Buenos Aires;Vedia;20
HOSPITAL MUNICIPAL LEANDRO N. ALEM;Público;Buenos Aires;Vedia;32
CLINICA PRIVADA CENTRAL;Privado;Buenos Aires;Verónica;31
HOSPITAL DR. GUILLERMO HERNANDEZ;Público;Buenos Aires;Verónica;22
HOGAR DE ANCIANOS LA CASCADA;Privado;Buenos Aires;Vicente López (Carapachay);0
HOGAR GERIATRICO DANES;Privado;Buenos Aires;Vicente López (Carapachay);30
RESIDENCIA PARA MAYORES PAIHUEN;Privado;Buenos Aires;Vicente López (Carapachay);42
A.Y.R.E.S. SRL (A);Privado;Buenos Aires;Vicente López (Florida);0
CEMER CENTRO MEDICO DE ENFERMEDADES RESPIRATORIAS;Privado;Buenos Aires;Vicente López (Florida);0
CENTRO MIRASOLES PARA MAYORES;Privado;Buenos Aires;Vicente López (Florida);15
CENTRO REHABILITACION HOGAR TERAPEUTICO FLORIDA (D);Privado;Buenos Aires;Vicente López (Florida);30
COMUNIDAD TERAPEUTICA FUNDACION ATREVERSE (A);Privado;Buenos Aires;Vicente López (Florida);19
DR.DE MARIA PATRICIA MONICA MP 49064;Privado;Buenos Aires;Vicente López (Florida);0
GERIATRICO LAGUNA AZUL/ SAN REMO;Privado;Buenos Aires;Vicente López (Florida);28
GERIATRICO SAN ELOY;Privado;Buenos Aires;Vicente López (Florida);21
HOGAR DE ANCIANOS EL BUEN AIRE;Privado;Buenos Aires;Vicente López (Florida);15
HOGAR GERIATRICO (VICENTE LOPEZ);Privado;Buenos Aires;Vicente López (Florida);12
HOGAR GERIATRICO LOS CASTAÑOS;Privado;Buenos Aires;Vicente López (Florida);37
HOGAR GERIATRICO SAN JORGE (VICENTE LOPEZ);Privado;Buenos Aires;Vicente López (Florida);0
HOGAR TERAPEUTICO  FLORIDA II (D);Privado;Buenos Aires;Vicente López (Florida);28
HOSPITAL MUNICIPAL DR. BERNARDO HOUSSAY;Público;Buenos Aires;Vicente López (Florida);145
HOSPITAL PRIVADO MODELO SA;Privado;Buenos Aires;Vicente López (Florida);47
HOSPITAL ZONAL ESPECIALIZADO AGUDOS Y CRONICOS DR. CETRANGOLO;Público;Buenos Aires;Vicente López (Florida);80
INSTITUTO GERIATRICO FLORIDA;Privado;Buenos Aires;Vicente López (Florida);32
INSTITUTO MATERNIDAD SANTA ROSA;Público;Buenos Aires;Vicente López (Florida);104
LA CASONA RESIDENCIA PARA ADULTOS;Privado;Buenos Aires;Vicente López (Florida);19
RESIDENCIA GERIATRICA ARENALES;Privado;Buenos Aires;Vicente López (Florida);12
RESIDENCIA GERIATRICA MI HOGAR;Privado;Buenos Aires;Vicente López (Florida);54
RESIDENCIA GERIATRICA PARQUE Y SOL;Privado;Buenos Aires;Vicente López (Florida);16
RESIDENCIA PARA ADULTOS NAIN;Privado;Buenos Aires;Vicente López (Florida);20
RESIDENCIA PARA ADULTOS PARQUE Y SOL;Privado;Buenos Aires;Vicente López (Florida);30
RESIDENCIA PARA DISCAPACITADOS HODIF (D);Privado;Buenos Aires;Vicente López (Florida);10
RESIDENCIAL GERIATRICO MIS ABUELOS;Privado;Buenos Aires;Vicente López (Florida);20
SANATORIO LA FLORIDA;Privado;Buenos Aires;Vicente López (Florida);0
VIRGEN DE LUJAN;Privado;Buenos Aires;Vicente López (Florida);25
GERIATRICO CASA GRANDE;Privado;Buenos Aires;Vicente López (La Lucila);34
GERIATRICO JARDIN DEL VALLE;Privado;Buenos Aires;Vicente López (La Lucila);0
CENTRO DE SALUD NORTE OLIVOS;Privado;Buenos Aires;Vicente López (Munro);81
CLINICA INDEPENDENCIA;Privado;Buenos Aires;Vicente López (Munro);15
CLINICA NEUROPSIQUIATRICA MARIAZELL;Privado;Buenos Aires;Vicente López (Munro);0
GERIATRICO DIABERO;Privado;Buenos Aires;Vicente López (Munro);34
HOGAR DE ANCIANOS SAN PANTALEON;Privado;Buenos Aires;Vicente López (Munro);90
HOGAR GERIATRICO EL RETOÑO;Privado;Buenos Aires;Vicente López (Munro);6
HOGAR PARA LA TERCERA EDAD;Privado;Buenos Aires;Vicente López (Munro);16
RESIDENCIA DEL SOL;Privado;Buenos Aires;Vicente López (Munro);34
RESIDENCIA GERIATRICA COLONIAL;Privado;Buenos Aires;Vicente López (Munro);20
RESIDENCIA GERIATRICA EL JARDIN;Privado;Buenos Aires;Vicente López (Munro);30
SANATORIO PANAMERICANO MUNRO;Privado;Buenos Aires;Vicente López (Munro);0
CENTRO GERIATRICO SAN MIGUEL CENTRO GERIATRICO SAN MICAEL;Privado;Buenos Aires;Vicente López (Olivos);46
CLINICA DE OJOS MAIPU;Privado;Buenos Aires;Vicente López (Olivos);2
CLINICA PRIVADA OLIVOS SA;Privado;Buenos Aires;Vicente López (Olivos);60
CLINICA RIPETTA DE CIRUGIA PLASTICA;Privado;Buenos Aires;Vicente López (Olivos);6
COMUNIDAD PROG DELTA (A);Privado;Buenos Aires;Vicente López (Olivos);10
GERIATRICO SAINT MAXIME SA;Privado;Buenos Aires;Vicente López (Olivos);20
HOGAR GERIATRICO DE LA FUNDACION TOLSTOY INC;Privado;Buenos Aires;Vicente López (Olivos);13
HOGAR GERIATRICO LAS CASUARINAS DE OLIVOS;Privado;Buenos Aires;Vicente López (Olivos);21
HOGAR GERIATRICO LOS TILOS (VICENTE LOPEZ);Privado;Buenos Aires;Vicente López (Olivos);24
HOGAR GERIATRICO OLIVOS;Privado;Buenos Aires;Vicente López (Olivos);38
HOGAR GERIATRICO RECUERDOS;Privado;Buenos Aires;Vicente López (Olivos);20
HOSPICE SAN CAMILO;Privado;Buenos Aires;Vicente López (Olivos);10
HOSPITAL DE DIA FUNDACION DE PREVENCION SOCIAL (A);Privado;Buenos Aires;Vicente López (Olivos);12
HOSPITAL PRIVADO PARA LA COMUNIDAD;Privado;Buenos Aires;Vicente López (Olivos);50
HOSTAL DEL SOL;Privado;Buenos Aires;Vicente López (Olivos);15
INSTITUTO DE GERIATRIA RODRIGUEZ ORTEGA;Público;Buenos Aires;Vicente López (Olivos);84
RESIDENCIA GERIATRICA BALCONADA;Privado;Buenos Aires;Vicente López (Olivos);30
RESIDENCIA PARA MAYORES LA OLIVA;Privado;Buenos Aires;Vicente López (Olivos);22
BARRANCAS DE VICENTE LOPEZ RESIDENCIA PARA MAYORES;Privado;Buenos Aires;Vicente López (Vicente López);38
FUNDACION AYLEN  (A);Privado;Buenos Aires;Vicente López (Vicente López);17
FUNDACION AYLEN (A);Privado;Buenos Aires;Vicente López (Vicente López);46
GERIATRICO VIRGEN DEL ROSARIO;Privado;Buenos Aires;Vicente López (Vicente López);14
HOGAR GERIATRICO LOS ROBLES;Privado;Buenos Aires;Vicente López (Vicente López);0
HOGAR GERIATRICO SAN DIEGO;Privado;Buenos Aires;Vicente López (Vicente López);0
CENTRO DE SALUD NORTE;Privado;Buenos Aires;Vicente López (Villa Adelina);69
CLINICA PRIVADA DE SALUD MENTAL SAI;Privado;Buenos Aires;Vicente López (Villa Adelina);152
HOGAR DE ANCIANOS SAN AGUSTIN;Privado;Buenos Aires;Vicente López (Villa Martelli);20
HOGAR DE ANCIANOS UNIVERSAL;Privado;Buenos Aires;Vicente López (Villa Martelli);70
RESIDENCIA GERIATRICA LA CASA DE FLORIDA;Privado;Buenos Aires;Vicente López (Villa Martelli);37
SALA DE PRIMEROS AUXILIOS Y HOGAR DE ANCIANOS CORONEL GRANADA;Público;Buenos Aires;Villa Francia (Est. Coronel Granada);6
CLINICA PRIVADA DEL SOL SRL;Privado;Buenos Aires;Villa Gesell;10
HOGAR GERIATRICO RINCON DEL PINAR;Privado;Buenos Aires;Villa Gesell;34
HOSPITAL MUNICIPAL DR. ARTURO ILLIA;Público;Buenos Aires;Villa Gesell;41
HOGAR DE ANCIANOS NUESTROS TIEMPOS;Público;Buenos Aires;Villa Iris;60
HOGAR GERIATRICO;Público;Buenos Aires;Villa Iris;26
HOSPITAL MUNICIPAL DE VILLA IRIS;Público;Buenos Aires;Villa Iris;14
CLINICA PRIVADA GALENO;Privado;Buenos Aires;Villa Ramallo;14
HOSPITAL ZONAL GENERAL AGUDOS MANUEL BELGRANO;Público;Buenos Aires;Villa Zagala;154
HOSPITAL MENOR VILLALONGA;Público;Buenos Aires;Villalonga;18
GRANJA MODELO HOGAR DE DISCAPACITADOS (D);Privado;Buenos Aires;Zapiola;0
CLINICA PRIVADA DEL CARMEN SRL;Privado;Buenos Aires;Zárate;35
CLINICA PRIVADA MILENIO SA;Privado;Buenos Aires;Zárate;78
HOSPITAL ZONAL GENERAL DE AGUDOS VIRGEN DEL CARMEN DE ZARATE;Público;Buenos Aires;Zárate;96
INSTITUTO NEFROLOGICO ZARATE CAMPANA;Privado;Buenos Aires;Zárate;0
ATENCION PEDIATRICA INTEGRAL (A.P.I.);Privado;CABA;Ciudad de Buenos Aires;105
CEMIC - HOSPITAL UNIVERSITARIO SEDE LAS HERAS;Privado;CABA;Ciudad de Buenos Aires;59
CEMIC - HOSPITAL UNIVERSITARIO SEDE SAAVEDRA;Privado;CABA;Ciudad de Buenos Aires;126
CENTRO DE EDUCACION TERAPEUTICA CETRE (M);Privado;CABA;Ciudad de Buenos Aires;37
CENTRO DE INTERNACION E INVESTIGACION CLINICA FUNDALEU;Privado;CABA;Ciudad de Buenos Aires;17
CENTRO GALLEGO DE BUENOS AIRES;Privado;CABA;Ciudad de Buenos Aires;346
CENTRO MEDICO AMENABAR;Privado;CABA;Ciudad de Buenos Aires;42
CENTRO MEDICO DE REHABILITACION ULME (SAINT GERMAIN S.R.L.) (D);Privado;CABA;Ciudad de Buenos Aires;76
CENTRO MEDICO INTEGRAL CLINICA LOPEZ;Privado;CABA;Ciudad de Buenos Aires;14
CENTRO MEDICO INTEGRAL FITZ ROY;Privado;CABA;Ciudad de Buenos Aires;50
CENTRO NACIONAL DE REEDUCACION SOCIAL (CE.NA.RE.SO.);Público;CABA;Ciudad de Buenos Aires;103
CENTRO PREV. ASIST. DE LA DROGAD. NIVEL II Y NIVEL III;Privado;CABA;Ciudad de Buenos Aires;32
CENTRO TERAPEUTICO ETHOS (A);Privado;CABA;Ciudad de Buenos Aires;12
CIAREC - CLINICA DE REHABILITACION Y CIRUGIA;Privado;CABA;Ciudad de Buenos Aires;69
CLINICA 15 DE DICIEMBRE PROPIEDAD A.S. SALUD S.A.;Privado;CABA;Ciudad de Buenos Aires;55
CLINICA A.M.E.B.P.B.A.  ASOCIACION MUTUALISTA DE EMPLEADOS DEL BANCO DE LA PROVINCIA DE BUENOS AIRES;Privado;CABA;Ciudad de Buenos Aires;55
CLINICA ADVENTISTA BELGRANO;Privado;CABA;Ciudad de Buenos Aires;55
CLINICA ALCLA - REHABILITACION Y RECUPERACION (D);Privado;CABA;Ciudad de Buenos Aires;54
CLINICA ALTERGARTEN;Privado;CABA;Ciudad de Buenos Aires;118
CLINICA ARGENTINA;Privado;CABA;Ciudad de Buenos Aires;37
CLINICA ARGOS (M);Privado;CABA;Ciudad de Buenos Aires;35
CLINICA AVRIL (INSTITUTO ALMAGRO DE SALUD) (M);Privado;CABA;Ciudad de Buenos Aires;41
CLINICA BASILEA S.A. D;Privado;CABA;Ciudad de Buenos Aires;66
CLINICA BAZTERRICA S.A.;Privado;CABA;Ciudad de Buenos Aires;92
CLINICA CIUDAD DE LA VIDA - OBRA SOCIAL DEL PERSONAL GRAFICO;Privado;CABA;Ciudad de Buenos Aires;72
CLINICA DE LA CIUDAD;Privado;CABA;Ciudad de Buenos Aires;89
CLINICA DE LA ESPERANZA;Privado;CABA;Ciudad de Buenos Aires;127
CLINICA DE LOS VIRREYES;Privado;CABA;Ciudad de Buenos Aires;82
CLINICA DE MICROCIRUGIA S.A.;Privado;CABA;Ciudad de Buenos Aires;12
CLINICA DE NEUROPSIQUIATRIA Y PSICOLOGIA MEDICA S.A. (M);Privado;CABA;Ciudad de Buenos Aires;55
CLINICA DE NUTRICION Y SALUD DR. ALBERTO CORMILLOT;Privado;CABA;Ciudad de Buenos Aires;35
CLINICA DEL PARQUE REHABILITACION (D);Privado;CABA;Ciudad de Buenos Aires;52
CLINICA DEL ROSARIO S.A.;Privado;CABA;Ciudad de Buenos Aires;8
CLINICA DEL SOL;Privado;CABA;Ciudad de Buenos Aires;58
CLINICA EMANU-EL S.A. - INNOVACIONES EN SALUD;Privado;CABA;Ciudad de Buenos Aires;63
CLINICA FLORES S.A.;Privado;CABA;Ciudad de Buenos Aires;82
CLINICA ILARRAZ SUSANA ELENA - EL SOL (GERIATRICO);Privado;CABA;Ciudad de Buenos Aires;51
CLINICA JURI DE CIRUGIA PLASTICA;Privado;CABA;Ciudad de Buenos Aires;9
CLINICA LA SAGRADA FAMILIA;Privado;CABA;Ciudad de Buenos Aires;61
CLINICA LAS HERAS;Privado;CABA;Ciudad de Buenos Aires;35
CLINICA LOIACONO (MEDICONEX);Privado;CABA;Ciudad de Buenos Aires;77
CLINICA MODELO DE PSIQUIATRIA S.A. (M);Privado;CABA;Ciudad de Buenos Aires;57
CLINICA NUEVO PALERMO;Privado;CABA;Ciudad de Buenos Aires;30
CLINICA PLAN DE SALUD MENTAL S.A. (M);Privado;CABA;Ciudad de Buenos Aires;12
CLINICA PRIVADA CLIMEDICA S.R.L.;Privado;CABA;Ciudad de Buenos Aires;72
CLINICA PSIQUIATRICA DHARMA;Privado;CABA;Ciudad de Buenos Aires;90
CLINICA ROBLES DE CIRUGIA PLASTICA S.R.L.;Privado;CABA;Ciudad de Buenos Aires;9
CLINICA SAN CAMILO;Privado;CABA;Ciudad de Buenos Aires;114
CLINICA SAN JERONIMO - SEDE ABASTO;Privado;CABA;Ciudad de Buenos Aires;12
CLINICA SAN MARTIN DE PORRES - CENTRO DE INVESTIGACIONES PSIQUIATRICAS DE BUENOS AIRES (M);Privado;CABA;Ciudad de Buenos Aires;78
CLINICA SANTA CATALINA  (D);Privado;CABA;Ciudad de Buenos Aires;120
CLINICA SANTA CATALINA - ANEXO;Privado;CABA;Ciudad de Buenos Aires;40
CLINICA SANTA ISABEL S.A.;Privado;CABA;Ciudad de Buenos Aires;151
CLINICA SANTA MARIA DE LOS BUENOS AIRES;Privado;CABA;Ciudad de Buenos Aires;76
CLINICA SANTA ROSA;Privado;CABA;Ciudad de Buenos Aires;65
CLINICA UNIVERSITARIA;Privado;CABA;Ciudad de Buenos Aires;94
